,name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political
1238,Gian Marco Moratti,1210,2014,1962,Saras SPA,relation,raw materials,new,77,male,Italy,ITA,0.0,Europe,inherited,1.4,Resource Related,True,Energy,father,True,True
1239,Hong Ra-Hee,1210,2014,1938,Samsung,relation,software,new,68,female,South Korea,KOR,0.0,East Asia,inherited,1.4,New Sectors,True,Technology-Computer,spouse/widow,True,True
1240,J. Joe Ricketts,1210,2014,1975,TD Ameritrade,founder,finance,new,72,male,United States,USA,0.0,North America,self-made finance,1.4,Financial,True,Money Management,not inherited,True,True
1241,James Clark,1210,2014,1994,Netscape Communications Corporation,founder,software,new,69,male,United States,USA,0.0,North America,founder non-finance,1.4,New Sectors,True,Technology-Computer,not inherited,True,True
1242,Jonathan Gray,1210,2014,1985,Blackstone Group,Global Head of Real Estate,finance,new,44,male,United States,USA,0.0,North America,self-made finance,1.4,Financial,True,Other,not inherited,True,True
1243,Larry Robbins,1210,2014,2001,Glenview Capital Management,founder,finance,new,44,male,United States,USA,0.0,North America,self-made finance,1.4,Financial,True,Hedge funds,not inherited,True,True
1244,Lei Jufang,1210,2014,1993,Tibet Cheezheng Tibetan Medicine,founder,medicals,new,61,female,China,CHN,0.0,East Asia,founder non-finance,1.4,New Sectors,True,Technology-Medical,not inherited,True,True
1245,Len Ainsworth,1210,2014,1953,Aristocrat Leisure Limited,founder,entertainment,new,90,male,Australia,AUS,0.0,North America,founder non-finance,1.4,Traded Sectors,True,Consumer,not inherited,True,True
1246,Lina Maria Aguiar,1210,2014,1943,Bradesco,relation,finance,new,76,female,Brazil,BRA,0.0,Latin America,inherited,1.4,Financial,True,Money Management,father,True,True
1247,Luis Enrique Yarur Rey,1210,2014,1937,Banco de Credito e Inversiones (BCI),relation,finance,new,63,male,Chile,CHL,0.0,Latin America,inherited,1.4,Financial,True,Money Management,father,True,True
1248,Marius Nacht,1210,2014,1993,Check Point,founder,software,new,48,male,Israel,ISR,0.0,Middle East/North Africa,founder non-finance,1.4,New Sectors,True,Technology-Computer,not inherited,True,True
1249,Michael Ashcroft,1210,2014,1972,Michael A. Ashcroft Associates,founder,finance,new,68,male,United Kingdom,GBR,0.0,Europe,founder non-finance,1.4,0,True,Other,not inherited,True,True
1250,Nandan Nilekani,1210,2014,1981,Infosys,founder,software,new,58,male,India,IND,0.0,South Asia,founder non-finance,1.4,New Sectors,True,Technology-Computer,not inherited,True,True
1251,"Nicholas Pritzker, II.",1210,2014,1957,Hyatt,relation,real estate,aquired,70,male,United States,USA,0.0,North America,inherited,1.4,Financial,True,Real Estate,father,True,True
1252,Petter Stordalen,1210,2014,1996,Home Invest,founder,real estate,new,51,male,Norway,NOR,0.0,Europe,self-made finance,1.4,Financial,True,Real Estate,not inherited,True,True
1253,Radovan Vitek,1210,2014,1997,CPI,founder,real estate,aquired,42,male,Czech Republic,CZE,0.0,Europe,self-made finance,1.4,Financial,True,Real Estate,not inherited,True,True
1254,Richard Chilton Jr,1210,2014,1992,Chilton Investment Company,founder,finance,new,55,male,United States,USA,0.0,North America,self-made finance,1.4,Financial,True,Hedge funds,not inherited,True,True
1255,Roman Avdeev,1210,2014,1994,Credit Bank of Moscow,founder,finance,new,46,male,Russia,RUS,0.0,Europe,self-made finance,1.4,Financial,True,Money Management,not inherited,True,True
1256,Takao Yasuda,1210,2014,1980,Don Quijote,Chairman and Chief Executive Officer,retail,new,64,male,Japan,JPN,0.0,East Asia,executive,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1257,Todd Wagner,1210,2014,1995,Broadcast.com,founder,entertainment,new,53,male,United States,USA,0.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1258,Wang Jing,1210,2014,1995,Beijing Xinwei Telecom Technology,chairman,communication,new,41,male,China,CHN,0.0,East Asia,executive,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1259,Xiong Xuqiang,1210,2014,1994,Ningbo Yinyi Group,founder,real estate,new,57,male,Hong Kong,HKG,0.0,East Asia,self-made finance,1.4,Financial,True,Real Estate,not inherited,True,True
1260,Yuri Kovalchuk,1210,2014,1990,Russia bank,Head of Board of Directors,finance,new,62,male,Russia,RUS,0.0,Europe,privatized and resources,1.4,Financial,True,Money Management,not inherited,True,True
1261,Andrew Cherng,1270,2014,1973,Panda Express,founder,service,new,0,male,United States,USA,0.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1262,Anne Gittinger,1270,2014,1901,Nordstrom,relation,retail,new,78,female,United States,USA,0.0,North America,inherited,1.4,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1263,Henry Swieca,1270,2014,1992,Highbridge Capital Management,founder,finance,new,56,male,United States,USA,0.0,North America,self-made finance,1.4,Financial,True,Hedge funds,not inherited,True,True
1264,Jonathan Oringer,1270,2014,2003,Shutterstock,founder,communication,new,39,male,United States,USA,0.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1265,Kazuo Okada,1270,2014,1973,Wynn Resorts,founder,real estate,new,71,male,Japan,JPN,0.0,East Asia,self-made finance,1.4,Financial,True,Real Estate,not inherited,True,True
1266,Lin Li,1270,2014,1995,Liye Group,founder,finance,new,50,male,China,CHN,0.0,East Asia,self-made finance,1.4,Financial,True,Diversified financial,not inherited,True,True
1267,Mark Vadon,1270,2014,2010,Zulily,founder,retail,new,43,male,United States,USA,0.0,North America,founder non-finance,1.4,New Sectors,True,Technology-Computer,not inherited,True,True
1268,Oleg Boyko,1270,2014,1995,Finstar Financial Group,founder,retail,new,49,male,Russia,RUS,0.0,Europe,founder non-finance,1.4,Non-Traded Sectors,True,Media,not inherited,True,True
1269,Peggy Cherng,1270,2014,1973,Panda Express,founder,service,new,0,female,United States,USA,0.0,North America,founder non-finance,1.4,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True
1270,Alain Taravella,1284,2014,1994,Altarea Cogedim,founder,real estate,new,66,male,France,FRA,0.0,Europe,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1271,Allan Gray,1284,2014,1973,Allan Gray,founder,finance,new,76,male,South Africa,ZAF,0.0,Sub-Saharan Africa,self-made finance,1.3,Financial,True,Other,not inherited,True,True
1272,Allan Wong,1284,2014,1976,VTech Holding,founder,software,new,64,male,Hong Kong,HKG,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1273,Andrei Molchanov,1284,2014,1993,Open Joint Stock Company,founder,real estate,privatization,42,male,Russia,RUS,0.0,Europe,privatized and resources,1.3,Non-Traded Sectors,True,Constrution,not inherited,True,True
1274,Arturo Moreno,1284,2014,1947,Outdoor Systems,CEO,communication,new,67,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1275,Bruce Cheng,1284,2014,1971,Delta Electronics,founder,software,new,78,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1276,Bruce Nordstrom,1284,2014,1901,Nordstrom,relation,retail,new,80,male,United States,USA,0.0,North America,inherited,1.3,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1277,C. Dean Metropoulos,1284,2014,1990,Apollo Global management,investor,finance,new,67,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True
1278,Carlos Francisco Ribeiro Jereissati,1284,2014,1966,Inguatemi Empresa de Shopping Centers,founder,real estate,new,67,male,Brazil,BRA,0.0,Latin America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1279,Charles Simonyi,1284,2014,1975,Microsoft,head of Microsoft's application software group,software,new,66,male,United States,USA,0.0,North America,executive,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1280,Charles Zegar,1284,2014,1981,Bloomberg,founder,finance, new,66,male,United States,USA,0.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
1281,Chen Bang,1284,2014,0,Air Eye Hospital Group,founder,medicals,new,48,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1282,Chu Mang Yee,1284,2014,1992,Hopson Development,chairman,real estate,new,54,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1283,Ciputra,1284,2014,1961,Ciputra Development,founder,real estate,new,82,male,Indonesia,IDN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1284,David Booth,1284,2014,1981,Dimensional Fund Advisors,founder,finance,new,68,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True
1285,David Sainsbury,1284,2014,1869,Sainsbury's,relation,service,new,73,male,United Kingdom,GBR,0.0,Europe,inherited,1.3,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True
1286,Desmond Sacco,1284,2014,1928,Assore Group,relation,raw materials,new,71,male,South Africa,ZAF,0.0,Sub-Saharan Africa,inherited,1.3,Resource Related,True,Mining and metals,father,True,True
1287,Edward Stack,1284,2014,1948,Dick's Sporting Goods,relation,retail,new,59,male,United States,USA,0.0,North America,inherited,1.3,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True
1288,Eggon da Silva,1284,2014,1961,WEG,founder,software,new,85,male,Brazil,BRA,0.0,Latin America,founder non-finance,1.3,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1289,Elie Horn,1284,2014,1962,Cyrela Brazil Realty,founder,real estate,new,70,male,Brazil,BRA,0.0,Latin America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1290,"Frank Fertitta, III.",1284,2014,1976,Station Casinos,ceo,entertainment,new,52,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1291,Jacques Saade,1284,2014,1978,CMA CGM,founder,service,new,77,male,France,FRA,0.0,Europe,founder non-finance,1.3,Traded Sectors,True,Other,not inherited,True,True
1292,James Leininger,1284,2014,1976,Kinetic Concepts (KCI),founder,medicals,new,68,male,United States,USA,0.0,North America,founder non-finance,1.3,New Sectors,True,Technology-Medical,not inherited,True,True
1293,Jiang Zhaobai,1284,2014,1997,Shanghai Pengxin Group,chairman,real estate,new,50,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1294,Jorge Moll Filho,1284,2014,1977,Rede D'Or,founder,medicals,new,69,male,Brazil,BRA,0.0,Latin America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1295,Jose Isaac Peres,1284,2014,1975,Multiplan,founder,real estate,new,73,male,Brazil,BRA,0.0,Latin America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1296,Kenny Troutt,1284,2014,1988,Excel Communications,founder,communication,new,66,male,United States,USA,0.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
1297,Koos Bekker,1284,2014,1985,Naspers,founder,communication,new,61,male,South Africa,ZAF,0.0,Sub-Saharan Africa,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
1298,Lee Boo-Jin,1284,2014,1938,Samsung,relation,software,new,43,female,South Korea,KOR,0.0,East Asia,inherited,1.3,New Sectors,True,Technology-Computer,3rd generation,True,True
1299,Lee Man Tat,1284,2014,1888,Lee Kum Kee,relation,service,new,85,male,Hong Kong,HKG,0.0,East Asia,inherited,1.3,Traded Sectors,True,Consumer,3rd generation,True,True
1300,Lilian Werninghaus,1284,2014,1961,WEG,relation,software,new,79,female,Brazil,BRA,0.0,Latin America,inherited,1.3,Traded Sectors,True,Non-consumer industrial,spouse/widow,True,True
1301,Lily Safra,1284,2014,1955,Banco Safra (now Saftra Group),relation,finance,new,76,female,Monaco,MCO,0.0,Europe,inherited,1.3,Financial,True,Money Management,spouse/widow,True,True
1302,Lorenzo Fertitta,1284,2014,1976,Station Casinos,founder,entertainment,new,45,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1303,Low Tuck Kwong,1284,2014,1973,Bayan Resources,founder,raw materials,new,65,male,Indonesia,IDN,0.0,East Asia,privatized and resources,1.3,Resource Related,True,Mining and metals,not inherited,True,True
1304,Michael Price,1284,2014,2001,MFP Investors,founder,finance,new,61,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True
1305,Mubariz Gurbanoglu,1284,2014,1998,Palmali Group,founder,service,new,45,male,Turkey,TUR,0.0,Middle East/North Africa,founder non-finance,1.3,Traded Sectors,True,Other,not inherited,True,True
1306,Mustafa Latif Topbas,1284,2014,1995,BIM,owner,retail,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True
1307,Ni Zhaoxing,1284,2014,1992,Zhongrong Group,president,real estate,new,58,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1308,Perenna Kei,1284,2014,1996,Logan Property Holdings,relation,real estate,new,24,female,Hong Kong,HKG,0.0,East Asia,inherited,1.3,Financial,True,Real Estate,father,True,True
1309,Rufino Vigil Gonzalez,1284,2014,1991,Industrias CH,founder,raw materials,new,65,male,Mexico,MEX,0.0,Latin America,privatized and resources,1.3,Resource Related,True,Non-consumer industrial,not inherited,True,True
1310,Shaul Shani,1284,2014,1961,ECI Telecom,owner,software,aquired,59,male,Israel,ISR,0.0,Middle East/North Africa,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1311,Stephen Saad,1284,2014,1997,Aspen Pharmacare,founder,medicals,new,49,male,South Africa,ZAF,0.0,Sub-Saharan Africa,founder non-finance,1.3,New Sectors,True,Technology-Medical,not inherited,True,True
1312,Surin Upatkoon,1284,2014,1983,InTouch,owner,communication,new,64,male,Thailand,THA,0.0,East Asia,executive,1.3,Non-Traded Sectors,True,Media,not inherited,True,True
1313,Thomas Sandell,1284,2014,1988,Sandell Asset Management Corp,founder,finance,new,53,male,Sweden,SWE,0.0,Europe,self-made finance,1.3,Financial,True,Hedge funds,not inherited,True,True
1314,Vladimir Gruzdev,1284,2014,1993,The Seventh Continent,founder,retail,new,47,male,Russia,RUS,0.0,Europe,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True
1315,Wang Wenjing,1284,2014,1988,Yonyou Software,chairman,software,new,49,male,China,CHN,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1316,Werner Voigt,1284,2014,1961,WEG,founder,software,new,84,male,Brazil,BRA,0.0,Latin America,founder non-finance,1.3,Traded Sectors,True,Non-consumer industrial,not inherited,True,True
1317,Zelimkhan Mutsoev,1284,2014,2004,Regions Group,owner,real estate,new,54,male,Russia,RUS,0.0,Europe,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True
1318,Kim Jung-Ju,1355,2014,1994,Nexon,founder,entertainment,new,46,male,South Korea,KOR,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True
1319,Anas Sefrioui,1356,2014,1988,Douja Promotion Groupe Addoha,founder,real estate,new,56,male,Morocco,MAR,0.0,Middle East/North Africa,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True
1320,Chen Lip Keong,1356,2014,1995,NagaCorp,founder,real estate,new,66,male,Malaysia,MYS,0.0,East Asia,privatized and resources,1.3,Financial,True,Real Estate,not inherited,True,True
1321,Chung Yong-Jin,1356,2014,1930,Shinsegae Group,relation,retail,subsidiary,45,male,South Korea,KOR,0.0,East Asia,inherited,1.3,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True
1322,"Daniel Harrison, III.",1356,2014,1921,Shell Oil,relation,raw materials,new,66,male,United States,USA,0.0,North America,inherited,1.3,Resource Related,True,Energy,3rd generation,True,True
1323,David Harding,1356,2014,1997,Winton Capital Management,founder,finance,new,52,male,United Kingdom,GBR,0.0,Europe,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True
1324,Seth Klarman,1356,2014,1982,Baupost Group,founder,finance,new,56,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True
